backend	loaded_in_starrocks	namespace	statement_id	command	tables	source	integration_test_methods	starrocks_test_methods	starrocks_verification
shared	true	org.cbioportal.legacy.persistence.mybatis.SecurityMapper	addPortalUserAuthority	INSERT	authorities	src/main/resources/org/cbioportal/legacy/persistence/mybatis/SecurityMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.SecurityMapper	getCancerStudyGroups	SELECT	cancer_study	src/main/resources/org/cbioportal/legacy/persistence/mybatis/SecurityMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.SecurityMapper	getPortalUser	SELECT	users	src/main/resources/org/cbioportal/legacy/persistence/mybatis/SecurityMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.SecurityMapper	getPortalUserAuthorities	SELECT	authorities	src/main/resources/org/cbioportal/legacy/persistence/mybatis/SecurityMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.SignificantCopyNumberRegionMapper	getGenesOfRegions	SELECT	gene,gistic_to_gene	src/main/resources/org/cbioportal/legacy/persistence/mybatis/SignificantCopyNumberRegionMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.SignificantCopyNumberRegionMapper	getMetaSignificantCopyNumberRegions	SELECT	cancer_study,gistic	src/main/resources/org/cbioportal/legacy/persistence/mybatis/SignificantCopyNumberRegionMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.SignificantCopyNumberRegionMapper	getSignificantCopyNumberRegions	SELECT	cancer_study,gistic	src/main/resources/org/cbioportal/legacy/persistence/mybatis/SignificantCopyNumberRegionMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.SignificantlyMutatedGeneMapper	getMetaSignificantlyMutatedGenes	SELECT	cancer_study,mut_sig	src/main/resources/org/cbioportal/legacy/persistence/mybatis/SignificantlyMutatedGeneMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.SignificantlyMutatedGeneMapper	getSignificantlyMutatedGenes	SELECT	cancer_study,gene,mut_sig	src/main/resources/org/cbioportal/legacy/persistence/mybatis/SignificantlyMutatedGeneMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.StaticDataTimestampMapper	getTimestamps	SELECT		src/main/resources/org/cbioportal/legacy/persistence/mybatis/StaticDataTimestampMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.StructuralVariantMapper	fetchStructuralVariants	SELECT	alteration_driver_annotation,cancer_study,gene,genetic_profile,patient,sample,structural_variant	src/main/resources/org/cbioportal/legacy/persistence/mybatis/StructuralVariantMapper.xml	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.StructuralVariantMapper	fetchStructuralVariantsByGeneQueries	SELECT	alteration_driver_annotation,cancer_study,gene,genetic_profile,patient,sample,structural_variant	src/main/resources/org/cbioportal/legacy/persistence/mybatis/StructuralVariantMapper.xml	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.StructuralVariantMapper	fetchStructuralVariantsByStructVarQueries	SELECT	alteration_driver_annotation,cancer_study,gene,genetic_profile,patient,sample,structural_variant	src/main/resources/org/cbioportal/legacy/persistence/mybatis/StructuralVariantMapper.xml	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.StudyMapper	getMetaStudies	SELECT	cancer_study,type_of_cancer	src/main/resources/org/cbioportal/legacy/persistence/mybatis/StudyMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.StudyMapper	getResourceCounts	SELECT	cancer_study,patient,resource_definition,resource_patient,resource_sample,sample	src/main/resources/org/cbioportal/legacy/persistence/mybatis/StudyMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.StudyMapper	getResourceCountsForAllStudies	SELECT	cancer_study,patient,resource_definition,resource_patient,resource_sample,sample	src/main/resources/org/cbioportal/legacy/persistence/mybatis/StudyMapper.xml	StarrocksStudySampleMapperTest#allStudyPatientAndSampleStatementsExecuteAgainstFixture,StarrocksStudySampleRepositoryTest#cancerStudyRepositoryDelegatesAllContractShapes	StarrocksStudySampleMapperTest#allStudyPatientAndSampleStatementsExecuteAgainstFixture,StarrocksStudySampleRepositoryTest#cancerStudyRepositoryDelegatesAllContractShapes	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.StudyMapper	getStudies	SELECT	cancer_study,clinical_event_derived,patient,reference_genome,sample,sample_list,sample_list_list,structural_variant,type_of_cancer	src/main/resources/org/cbioportal/legacy/persistence/mybatis/StudyMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.StudyMapper	getStudy	SELECT	cancer_study,clinical_event_derived,patient,reference_genome,sample,sample_list,sample_list_list,structural_variant,type_of_cancer	src/main/resources/org/cbioportal/legacy/persistence/mybatis/StudyMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.StudyMapper	getTags	SELECT	cancer_study,cancer_study_tags	src/main/resources/org/cbioportal/legacy/persistence/mybatis/StudyMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.StudyMapper	getTagsForMultipleStudies	SELECT	cancer_study,cancer_study_tags	src/main/resources/org/cbioportal/legacy/persistence/mybatis/StudyMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.TreatmentMapper	getAllSamples	SELECT	cancer_study,clinical_event_data,clinical_event_derived,patient,sample	src/main/resources/org/cbioportal/legacy/persistence/mybatis/TreatmentMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.TreatmentMapper	getAllShallowSamples	SELECT	cancer_study,patient,sample	src/main/resources/org/cbioportal/legacy/persistence/mybatis/TreatmentMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.TreatmentMapper	getAllTreatments	SELECT	cancer_study,clinical_event_data,clinical_event_derived,patient,sample	src/main/resources/org/cbioportal/legacy/persistence/mybatis/TreatmentMapper.xml	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.TreatmentMapper	hasSampleTimelineData	SELECT	cancer_study,clinical_event_data,clinical_event_derived,patient,sample	src/main/resources/org/cbioportal/legacy/persistence/mybatis/TreatmentMapper.xml	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.TreatmentMapper	hasTreatmentData	SELECT	cancer_study,clinical_event_data,clinical_event_derived,patient,sample	src/main/resources/org/cbioportal/legacy/persistence/mybatis/TreatmentMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.VariantCountMapper	fetchVariantCounts	SELECT	genetic_profile,mutation_count_by_keyword	src/main/resources/org/cbioportal/legacy/persistence/mybatis/VariantCountMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.StarrocksSmokeMapper	currentVersion	SELECT		src/main/resources/mappers/starrocks/StarrocksSmokeMapper.xml	StarrocksSmokeMapperTest#selectOneAndVersionAgainstRealStarrocks	StarrocksSmokeMapperTest#selectOneAndVersionAgainstRealStarrocks	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.StarrocksSmokeMapper	selectOne	SELECT		src/main/resources/mappers/starrocks/StarrocksSmokeMapper.xml	StarrocksSmokeMapperTest#selectOneAndVersionAgainstRealStarrocks	StarrocksSmokeMapperTest#selectOneAndVersionAgainstRealStarrocks	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.alteration.StarrocksAlterationMapper	getAllMolecularProfiles	SELECT	cancer_study,genetic_profile,reference_genome	src/main/resources/mappers/starrocks/alteration/StarrocksAlterationMapper.xml	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.alteration.StarrocksAlterationMapper	getAlterationCountByGeneGivenPatientsAndMolecularProfiles	SELECT	genomic_event_derived	src/main/resources/mappers/starrocks/alteration/StarrocksAlterationMapper.xml	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.alteration.StarrocksAlterationMapper	getAlterationCountByGeneGivenSamplesAndMolecularProfiles	SELECT	genomic_event_derived	src/main/resources/mappers/starrocks/alteration/StarrocksAlterationMapper.xml	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.alteration.StarrocksAlterationMapper	getCnaGenes	SELECT	alteration_driver_annotation,clinical_data_derived,clinical_event_data_derived,gene_panel_to_gene_derived,generic_assay_data_derived,genetic_alteration_derived,genetic_profile,genomic_event_derived,sample_derived,sample_list,sample_list_list,sample_profile,sample_to_gene_panel_derived,structural_variant	src/main/resources/mappers/starrocks/alteration/StarrocksAlterationMapper.xml	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.alteration.StarrocksAlterationMapper	getGenePanelGenes	SELECT	gene,gene_panel_to_gene_derived	src/main/resources/mappers/starrocks/alteration/StarrocksAlterationMapper.xml	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.alteration.StarrocksAlterationMapper	getMatchingGenePanelIds	SELECT	alteration_driver_annotation,clinical_data_derived,clinical_event_data_derived,gene_panel_to_gene_derived,generic_assay_data_derived,genetic_alteration_derived,genetic_profile,genomic_event_derived,sample_derived,sample_list,sample_list_list,sample_profile,sample_to_gene_panel_derived,structural_variant	src/main/resources/mappers/starrocks/alteration/StarrocksAlterationMapper.xml	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.alteration.StarrocksAlterationMapper	getMutatedGenes	SELECT	alteration_driver_annotation,clinical_data_derived,clinical_event_data_derived,gene_panel_to_gene_derived,generic_assay_data_derived,genetic_alteration_derived,genetic_profile,genomic_event_derived,sample_derived,sample_list,sample_list_list,sample_profile,sample_to_gene_panel_derived,structural_variant	src/main/resources/mappers/starrocks/alteration/StarrocksAlterationMapper.xml	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.alteration.StarrocksAlterationMapper	getPatientToGenePanels	SELECT	sample_derived,sample_to_gene_panel_derived	src/main/resources/mappers/starrocks/alteration/StarrocksAlterationMapper.xml	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.alteration.StarrocksAlterationMapper	getSampleProfileCountWithoutPanelData	SELECT	alteration_driver_annotation,clinical_data_derived,clinical_event_data_derived,gene_panel_to_gene_derived,generic_assay_data_derived,genetic_alteration_derived,genetic_profile,genomic_event_derived,sample_derived,sample_list,sample_list_list,sample_profile,sample_to_gene_panel_derived,structural_variant	src/main/resources/mappers/starrocks/alteration/StarrocksAlterationMapper.xml	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.alteration.StarrocksAlterationMapper	getSampleToGenePanels	SELECT	sample_derived,sample_to_gene_panel_derived	src/main/resources/mappers/starrocks/alteration/StarrocksAlterationMapper.xml	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.alteration.StarrocksAlterationMapper	getStructuralVariantGenes	SELECT	alteration_driver_annotation,clinical_data_derived,clinical_event_data_derived,gene_panel_to_gene_derived,generic_assay_data_derived,genetic_alteration_derived,genetic_profile,genomic_event_derived,sample_derived,sample_list,sample_list_list,sample_profile,sample_to_gene_panel_derived,structural_variant	src/main/resources/mappers/starrocks/alteration/StarrocksAlterationMapper.xml	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.alteration.StarrocksAlterationMapper	getTotalProfiledCounts	SELECT	alteration_driver_annotation,clinical_data_derived,clinical_event_data_derived,gene_panel_to_gene_derived,generic_assay_data_derived,genetic_alteration_derived,genetic_profile,genomic_event_derived,sample_derived,sample_list,sample_list_list,sample_profile,sample_to_gene_panel_derived,structural_variant	src/main/resources/mappers/starrocks/alteration/StarrocksAlterationMapper.xml	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	StarrocksGenomicAggregateMapperTest#allAlterationAndGenomicAggregateStatementsExecuteAgainstFixture	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.cancerstudy.StarrocksCancerStudyMapper	getCancerStudiesMetadata	SELECT	cancer_study,clinical_event_data_derived,genomic_event_derived,reference_genome,sample_list,sample_list_list,type_of_cancer	src/main/resources/mappers/starrocks/cancerstudy/StarrocksCancerStudyMapper.xml	StarrocksStudySampleMapperTest#allStudyPatientAndSampleStatementsExecuteAgainstFixture,StarrocksStudySampleRepositoryTest#cancerStudyRepositoryDelegatesAllContractShapes	StarrocksStudySampleMapperTest#allStudyPatientAndSampleStatementsExecuteAgainstFixture,StarrocksStudySampleRepositoryTest#cancerStudyRepositoryDelegatesAllContractShapes	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.cancerstudy.StarrocksCancerStudyMapper	getCancerStudiesMetadataSummary	SELECT	cancer_study,reference_genome,sample_list,sample_list_list,type_of_cancer	src/main/resources/mappers/starrocks/cancerstudy/StarrocksCancerStudyMapper.xml	StarrocksStudySampleMapperTest#allStudyPatientAndSampleStatementsExecuteAgainstFixture,StarrocksStudySampleRepositoryTest#cancerStudyRepositoryDelegatesAllContractShapes	StarrocksStudySampleMapperTest#allStudyPatientAndSampleStatementsExecuteAgainstFixture,StarrocksStudySampleRepositoryTest#cancerStudyRepositoryDelegatesAllContractShapes	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.cancerstudy.StarrocksCancerStudyMapper	getFilteredStudyIds	SELECT	alteration_driver_annotation,clinical_data_derived,clinical_event_data_derived,gene_panel_to_gene_derived,generic_assay_data_derived,genetic_alteration_derived,genetic_profile,genomic_event_derived,sample_derived,sample_list,sample_list_list,sample_profile,sample_to_gene_panel_derived,structural_variant	src/main/resources/mappers/starrocks/cancerstudy/StarrocksCancerStudyMapper.xml	StarrocksStudySampleMapperTest#allStudyPatientAndSampleStatementsExecuteAgainstFixture,StarrocksStudySampleRepositoryTest#cancerStudyRepositoryDelegatesAllContractShapes	StarrocksStudySampleMapperTest#allStudyPatientAndSampleStatementsExecuteAgainstFixture,StarrocksStudySampleRepositoryTest#cancerStudyRepositoryDelegatesAllContractShapes	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.cancerstudy.StarrocksCancerStudyMapper	getResourceCountsForAllStudies	SELECT	cancer_study,patient,resource_definition,resource_patient,resource_sample,sample	src/main/resources/mappers/starrocks/cancerstudy/StarrocksCancerStudyMapper.xml	StarrocksStudySampleMapperTest#allStudyPatientAndSampleStatementsExecuteAgainstFixture,StarrocksStudySampleRepositoryTest#cancerStudyRepositoryDelegatesAllContractShapes	StarrocksStudySampleMapperTest#allStudyPatientAndSampleStatementsExecuteAgainstFixture,StarrocksStudySampleRepositoryTest#cancerStudyRepositoryDelegatesAllContractShapes	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.clinical_attributes.StarrocksClinicalAttributesMapper	getClinicalAttributes	SELECT	cancer_study,clinical_attribute_meta	src/main/resources/mappers/starrocks/clinical_attributes/StarrocksClinicalAttributesMapper.xml	StarrocksClinicalTreatmentMapperTest#allClinicalEventAndTreatmentStatementsExecuteAgainstFixture	StarrocksClinicalTreatmentMapperTest#allClinicalEventAndTreatmentStatementsExecuteAgainstFixture	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.clinical_attributes.StarrocksClinicalAttributesMapper	getClinicalAttributesForStudies	SELECT	cancer_study,clinical_attribute_meta	src/main/resources/mappers/starrocks/clinical_attributes/StarrocksClinicalAttributesMapper.xml	StarrocksClinicalTreatmentMapperTest#allClinicalEventAndTreatmentStatementsExecuteAgainstFixture	StarrocksClinicalTreatmentMapperTest#allClinicalEventAndTreatmentStatementsExecuteAgainstFixture	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.clinical_attributes.StarrocksClinicalAttributesMapper	getClinicalAttributesForStudiesDetailed	SELECT	cancer_study,clinical_attribute_meta	src/main/resources/mappers/starrocks/clinical_attributes/StarrocksClinicalAttributesMapper.xml	StarrocksClinicalTreatmentMapperTest#allClinicalEventAndTreatmentStatementsExecuteAgainstFixture	StarrocksClinicalTreatmentMapperTest#allClinicalEventAndTreatmentStatementsExecuteAgainstFixture	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.clinical_data.StarrocksClinicalDataMapper	fetchClinicalDataDetailed	SELECT	cancer_study,clinical_attribute_meta,clinical_data_derived	src/main/resources/mappers/starrocks/clinical_data/StarrocksClinicalDataMapper.xml	StarrocksClinicalTreatmentMapperTest#allClinicalEventAndTreatmentStatementsExecuteAgainstFixture	StarrocksClinicalTreatmentMapperTest#allClinicalEventAndTreatmentStatementsExecuteAgainstFixture	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.clinical_data.StarrocksClinicalDataMapper	fetchClinicalDataId	SELECT	clinical_data_derived	src/main/resources/mappers/starrocks/clinical_data/StarrocksClinicalDataMapper.xml	StarrocksClinicalTreatmentMapperTest#allClinicalEventAndTreatmentStatementsExecuteAgainstFixture	StarrocksClinicalTreatmentMapperTest#allClinicalEventAndTreatmentStatementsExecuteAgainstFixture	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.clinical_data.StarrocksClinicalDataMapper	fetchClinicalDataMeta	SELECT	clinical_data_derived	src/main/resources/mappers/starrocks/clinical_data/StarrocksClinicalDataMapper.xml	StarrocksClinicalTreatmentMapperTest#allClinicalEventAndTreatmentStatementsExecuteAgainstFixture	StarrocksClinicalTreatmentMapperTest#allClinicalEventAndTreatmentStatementsExecuteAgainstFixture	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.clinical_data.StarrocksClinicalDataMapper	fetchClinicalDataSummary	SELECT	clinical_data_derived	src/main/resources/mappers/starrocks/clinical_data/StarrocksClinicalDataMapper.xml	StarrocksClinicalTreatmentMapperTest#allClinicalEventAndTreatmentStatementsExecuteAgainstFixture	StarrocksClinicalTreatmentMapperTest#allClinicalEventAndTreatmentStatementsExecuteAgainstFixture	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.clinical_data.StarrocksClinicalDataMapper	fetchClinicalDataSummaryForEnrichments	SELECT	clinical_data_derived,sample_derived	src/main/resources/mappers/starrocks/clinical_data/StarrocksClinicalDataMapper.xml	StarrocksClinicalTreatmentMapperTest#allClinicalEventAndTreatmentStatementsExecuteAgainstFixture	StarrocksClinicalTreatmentMapperTest#allClinicalEventAndTreatmentStatementsExecuteAgainstFixture	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.clinical_data.StarrocksClinicalDataMapper	getClinicalDataCountsByStudyViewFilter	SELECT	alteration_driver_annotation,clinical_data_derived,clinical_event_data_derived,gene_panel_to_gene_derived,generic_assay_data_derived,genetic_alteration_derived,genetic_profile,genomic_event_derived,sample_derived,sample_list,sample_list_list,sample_profile,sample_to_gene_panel_derived,structural_variant	src/main/resources/mappers/starrocks/clinical_data/StarrocksClinicalDataMapper.xml	StarrocksClinicalTreatmentMapperTest#allClinicalEventAndTreatmentStatementsExecuteAgainstFixture	StarrocksClinicalTreatmentMapperTest#allClinicalEventAndTreatmentStatementsExecuteAgainstFixture	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.clinical_data.StarrocksClinicalDataMapper	getClinicalDataCountsForEnrichments	SELECT	clinical_data_derived,sample_derived	src/main/resources/mappers/starrocks/clinical_data/StarrocksClinicalDataMapper.xml	StarrocksClinicalTreatmentMapperTest#allClinicalEventAndTreatmentStatementsExecuteAgainstFixture	StarrocksClinicalTreatmentMapperTest#allClinicalEventAndTreatmentStatementsExecuteAgainstFixture	VERIFIED
starrocks	true	org.cbioportal.infrastructure.repository.starrocks.clinical_data.StarrocksClinicalDataMapper	getPatientClinicalDataByStudyViewFilter	SELECT	alteration_driver_annotation,clinical_data_derived,clinical_event_data_derived,gene_panel_to_gene_derived,generic_assay_data_derived,genetic_alteration_derived,genetic_profile,genomic_event_derived,sample_derived,sample_list,sample_list_list,sample_profile,sample_to_gene_panel_derived,structural_variant	src/main/resources/mappers/starrocks/clinical_data/StarrocksClinicalDataMapper.xml	StarrocksClinicalTreatmentMapperTest#allClinicalEventAndTreatmentStatementsExecuteAgainstFixture	StarrocksClinicalTreatmentMapperTest#allClinicalEventAndTreatmentStatementsExecuteAgainstFixture	VERIFIED
