backend	loaded_in_starrocks	namespace	statement_id	command	tables	source	integration_test_methods	starrocks_test_methods	starrocks_verification
shared	true	org.cbioportal.legacy.persistence.mybatis.GenesetMapper	getMetaGenesets	SELECT	geneset	src/main/resources/org/cbioportal/legacy/persistence/mybatis/GenesetMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.InfoMapper	getInfo	SELECT	info	src/main/resources/org/cbioportal/legacy/persistence/mybatis/InfoMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.MolecularDataMapper	getCommaSeparatedSampleIdsOfMolecularProfiles	SELECT	genetic_profile,genetic_profile_samples	src/main/resources/org/cbioportal/legacy/persistence/mybatis/MolecularDataMapper.xml	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.MolecularDataMapper	getGeneMolecularAlterations	SELECT	gene,genetic_alteration,genetic_profile	src/main/resources/org/cbioportal/legacy/persistence/mybatis/MolecularDataMapper.xml	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.MolecularDataMapper	getGeneMolecularAlterationsInMultipleMolecularProfiles	SELECT	gene,genetic_alteration,genetic_profile	src/main/resources/org/cbioportal/legacy/persistence/mybatis/MolecularDataMapper.xml	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.MolecularDataMapper	getGeneMolecularAlterationsIter	SELECT	gene,genetic_alteration,genetic_profile	src/main/resources/org/cbioportal/legacy/persistence/mybatis/MolecularDataMapper.xml	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.MolecularDataMapper	getGeneMolecularAlterationsIterFast	SELECT	gene,genetic_alteration,genetic_profile	src/main/resources/org/cbioportal/legacy/persistence/mybatis/MolecularDataMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.MolecularDataMapper	getGenericAssayMolecularAlterations	SELECT	genetic_alteration,genetic_entity,genetic_profile	src/main/resources/org/cbioportal/legacy/persistence/mybatis/MolecularDataMapper.xml	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.MolecularDataMapper	getGenericAssayMolecularAlterationsIter	SELECT	genetic_alteration,genetic_entity,genetic_profile	src/main/resources/org/cbioportal/legacy/persistence/mybatis/MolecularDataMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.MolecularDataMapper	getGenesetMolecularAlterations	SELECT	geneset,genetic_alteration,genetic_profile	src/main/resources/org/cbioportal/legacy/persistence/mybatis/MolecularDataMapper.xml	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.MolecularProfileMapper	getAllMolecularProfilesInStudies	SELECT	cancer_study,genetic_profile,reference_genome	src/main/resources/org/cbioportal/legacy/persistence/mybatis/MolecularProfileMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.MolecularProfileMapper	getMetaMolecularProfiles	SELECT	genetic_profile	src/main/resources/org/cbioportal/legacy/persistence/mybatis/MolecularProfileMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.MolecularProfileMapper	getMetaMolecularProfilesInStudies	SELECT	cancer_study,genetic_profile,reference_genome	src/main/resources/org/cbioportal/legacy/persistence/mybatis/MolecularProfileMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.MolecularProfileMapper	getMolecularProfile	SELECT	cancer_study,genetic_profile,reference_genome	src/main/resources/org/cbioportal/legacy/persistence/mybatis/MolecularProfileMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.MolecularProfileMapper	getMolecularProfiles	SELECT	cancer_study,genetic_profile,reference_genome	src/main/resources/org/cbioportal/legacy/persistence/mybatis/MolecularProfileMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.MolecularProfileMapper	getMolecularProfilesReferredBy	SELECT	cancer_study,genetic_profile,genetic_profile_link,reference_genome	src/main/resources/org/cbioportal/legacy/persistence/mybatis/MolecularProfileMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.MolecularProfileMapper	getMolecularProfilesReferringTo	SELECT	cancer_study,genetic_profile,genetic_profile_link,reference_genome	src/main/resources/org/cbioportal/legacy/persistence/mybatis/MolecularProfileMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.MutationMapper	getMetaMutationsBySampleIds	SELECT	mutation_derived	src/main/resources/org/cbioportal/legacy/persistence/mybatis/MutationMapper.xml	StarrocksMutationMapperTest#allMutationStatementsAndControllerPathsExecuteAgainstFixture	StarrocksMutationMapperTest#allMutationStatementsAndControllerPathsExecuteAgainstFixture	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.MutationMapper	getMetaMutationsBySampleListId	SELECT	mutation_derived,sample_list,sample_list_list	src/main/resources/org/cbioportal/legacy/persistence/mybatis/MutationMapper.xml	StarrocksMutationMapperTest#allMutationStatementsAndControllerPathsExecuteAgainstFixture	StarrocksMutationMapperTest#allMutationStatementsAndControllerPathsExecuteAgainstFixture	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.MutationMapper	getMetaMutationsInMultipleMolecularProfiles	SELECT	mutation_derived	src/main/resources/org/cbioportal/legacy/persistence/mybatis/MutationMapper.xml	ClickhouseMutationMapperTest#getMetaMutationsInMultipleMolecularProfiles,ClickhouseMutationMapperTest#getMetaMutationsInMultipleMolecularProfiles_SampleIdEmpty,StarrocksMutationMapperTest#allMutationStatementsAndControllerPathsExecuteAgainstFixture	StarrocksMutationMapperTest#allMutationStatementsAndControllerPathsExecuteAgainstFixture	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.MutationMapper	getMutationCountByPosition	SELECT	mutation_derived	src/main/resources/org/cbioportal/legacy/persistence/mybatis/MutationMapper.xml	StarrocksMutationMapperTest#allMutationStatementsAndControllerPathsExecuteAgainstFixture	StarrocksMutationMapperTest#allMutationStatementsAndControllerPathsExecuteAgainstFixture	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.MutationMapper	getMutationCountsByType	SELECT	mutation_derived	src/main/resources/org/cbioportal/legacy/persistence/mybatis/MutationMapper.xml	StarrocksMutationMapperTest#allMutationStatementsAndControllerPathsExecuteAgainstFixture	StarrocksMutationMapperTest#allMutationStatementsAndControllerPathsExecuteAgainstFixture	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.MutationMapper	getMutationsBySampleListId	SELECT	mutation_derived,sample_list,sample_list_list	src/main/resources/org/cbioportal/legacy/persistence/mybatis/MutationMapper.xml	StarrocksMutationMapperTest#allMutationStatementsAndControllerPathsExecuteAgainstFixture	StarrocksMutationMapperTest#allMutationStatementsAndControllerPathsExecuteAgainstFixture	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.MutationMapper	getMutationsInMultipleMolecularProfiles	SELECT	mutation_derived	src/main/resources/org/cbioportal/legacy/persistence/mybatis/MutationMapper.xml	StarrocksMutationMapperTest#allMutationStatementsAndControllerPathsExecuteAgainstFixture	StarrocksMutationMapperTest#allMutationStatementsAndControllerPathsExecuteAgainstFixture	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.MutationMapper	getMutationsInMultipleMolecularProfilesByGeneQueries	SELECT	mutation_derived	src/main/resources/org/cbioportal/legacy/persistence/mybatis/MutationMapper.xml	StarrocksMutationMapperTest#allMutationStatementsAndControllerPathsExecuteAgainstFixture	StarrocksMutationMapperTest#allMutationStatementsAndControllerPathsExecuteAgainstFixture	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.NamespaceMapper	getNamespaceAttributeCountsBySampleIds	SELECT	cancer_study,mutation,patient,sample,sample_cna_event,structural_variant	src/main/resources/org/cbioportal/legacy/persistence/mybatis/NamespaceMapper.xml	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.NamespaceMapper	getNamespaceData	SELECT	cancer_study,mutation,patient,sample,sample_cna_event,structural_variant	src/main/resources/org/cbioportal/legacy/persistence/mybatis/NamespaceMapper.xml	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.NamespaceMapper	getNamespaceDataCounts	SELECT	cancer_study,mutation,patient,sample,sample_cna_event,structural_variant	src/main/resources/org/cbioportal/legacy/persistence/mybatis/NamespaceMapper.xml	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.NamespaceMapper	getNamespaceDataForComparison	SELECT	cancer_study,mutation,patient,sample,sample_cna_event,structural_variant	src/main/resources/org/cbioportal/legacy/persistence/mybatis/NamespaceMapper.xml	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.NamespaceMapper	getNamespaceInnerKey	SELECT	cancer_study,mutation,patient,sample,sample_cna_event,structural_variant	src/main/resources/org/cbioportal/legacy/persistence/mybatis/NamespaceMapper.xml	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.NamespaceMapper	getNamespaceOuterKey	SELECT	cancer_study,mutation,patient,sample,sample_cna_event,structural_variant	src/main/resources/org/cbioportal/legacy/persistence/mybatis/NamespaceMapper.xml	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.PatientMapper	getMetaPatients	SELECT	cancer_study,patient,reference_genome,sample	src/main/resources/org/cbioportal/legacy/persistence/mybatis/PatientMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.PatientMapper	getPatient	SELECT	cancer_study,patient,reference_genome	src/main/resources/org/cbioportal/legacy/persistence/mybatis/PatientMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.PatientMapper	getPatients	SELECT	cancer_study,patient,reference_genome,sample	src/main/resources/org/cbioportal/legacy/persistence/mybatis/PatientMapper.xml	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.PatientMapper	getPatientsOfSamples	SELECT	cancer_study,patient,reference_genome,sample	src/main/resources/org/cbioportal/legacy/persistence/mybatis/PatientMapper.xml	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.ReferenceGenomeGeneMapper	getAllGenesByGenomeName	SELECT	gene,reference_genome,reference_genome_gene	src/main/resources/org/cbioportal/legacy/persistence/mybatis/ReferenceGenomeGeneMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.ReferenceGenomeGeneMapper	getGenesByGenomeName	SELECT	gene,reference_genome,reference_genome_gene	src/main/resources/org/cbioportal/legacy/persistence/mybatis/ReferenceGenomeGeneMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.ReferenceGenomeGeneMapper	getGenesByHugoGeneSymbolsAndGenomeName	SELECT	gene,reference_genome,reference_genome_gene	src/main/resources/org/cbioportal/legacy/persistence/mybatis/ReferenceGenomeGeneMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.ReferenceGenomeGeneMapper	getReferenceGenomeGene	SELECT	gene,reference_genome,reference_genome_gene	src/main/resources/org/cbioportal/legacy/persistence/mybatis/ReferenceGenomeGeneMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.ReferenceGenomeGeneMapper	getReferenceGenomeGeneByEntityId	SELECT	gene,reference_genome,reference_genome_gene	src/main/resources/org/cbioportal/legacy/persistence/mybatis/ReferenceGenomeGeneMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.ResourceDataMapper	getResourceDataForStudy	SELECT	cancer_study,resource_definition,resource_study	src/main/resources/org/cbioportal/legacy/persistence/mybatis/ResourceDataMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.ResourceDataMapper	getResourceDataOfPatientInStudy	SELECT	cancer_study,patient,resource_definition,resource_patient	src/main/resources/org/cbioportal/legacy/persistence/mybatis/ResourceDataMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.ResourceDataMapper	getResourceDataOfSampleInStudy	SELECT	cancer_study,patient,resource_definition,resource_sample,sample	src/main/resources/org/cbioportal/legacy/persistence/mybatis/ResourceDataMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.ResourceDefinitionMapper	getResourceDefinition	SELECT	cancer_study,resource_definition	src/main/resources/org/cbioportal/legacy/persistence/mybatis/ResourceDefinitionMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.ResourceDefinitionMapper	getResourceDefinitions	SELECT	cancer_study,resource_definition	src/main/resources/org/cbioportal/legacy/persistence/mybatis/ResourceDefinitionMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.SampleListMapper	getAllSampleIdsInSampleList	SELECT	sample,sample_list,sample_list_list	src/main/resources/org/cbioportal/legacy/persistence/mybatis/SampleListMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.SampleListMapper	getAllSampleLists	SELECT	cancer_study,reference_genome,sample_list	src/main/resources/org/cbioportal/legacy/persistence/mybatis/SampleListMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.SampleListMapper	getMetaSampleLists	SELECT	cancer_study,sample_list	src/main/resources/org/cbioportal/legacy/persistence/mybatis/SampleListMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.SampleListMapper	getSampleList	SELECT	cancer_study,reference_genome,sample_list	src/main/resources/org/cbioportal/legacy/persistence/mybatis/SampleListMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.SampleListMapper	getSampleListSampleIds	SELECT	sample,sample_list_list	src/main/resources/org/cbioportal/legacy/persistence/mybatis/SampleListMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.SampleListMapper	getSampleLists	SELECT	cancer_study,reference_genome,sample_list	src/main/resources/org/cbioportal/legacy/persistence/mybatis/SampleListMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.SampleMapper	getMetaSamples	SELECT	cancer_study,patient,reference_genome,sample	src/main/resources/org/cbioportal/legacy/persistence/mybatis/SampleMapper.xml	ClickhouseSampleMapperTest#getMetaSamples,StarrocksStudySampleMapperTest#allStudyPatientAndSampleStatementsExecuteAgainstFixture	StarrocksStudySampleMapperTest#allStudyPatientAndSampleStatementsExecuteAgainstFixture	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.SampleMapper	getMetaSamplesBySampleListIds	SELECT	cancer_study,patient,reference_genome,sample,sample_list,sample_list_list	src/main/resources/org/cbioportal/legacy/persistence/mybatis/SampleMapper.xml	ClickhouseSampleMapperTest#getMetaSamplesBySampleListIds,StarrocksStudySampleMapperTest#allStudyPatientAndSampleStatementsExecuteAgainstFixture	StarrocksStudySampleMapperTest#allStudyPatientAndSampleStatementsExecuteAgainstFixture	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.SampleMapper	getSample	SELECT	cancer_study,patient,reference_genome,sample	src/main/resources/org/cbioportal/legacy/persistence/mybatis/SampleMapper.xml	ClickhouseSampleMapperTest#getSample,StarrocksStudySampleMapperTest#allStudyPatientAndSampleStatementsExecuteAgainstFixture	StarrocksStudySampleMapperTest#allStudyPatientAndSampleStatementsExecuteAgainstFixture	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.SampleMapper	getSampleByInternalId	SELECT	cancer_study,patient,reference_genome,sample	src/main/resources/org/cbioportal/legacy/persistence/mybatis/SampleMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.SampleMapper	getSamples	SELECT	cancer_study,patient,reference_genome,sample	src/main/resources/org/cbioportal/legacy/persistence/mybatis/SampleMapper.xml	ClickhouseSampleMapperTest#getSamples,ClickhouseSampleMapperTest#getSamplesByStudyAndSampleIds,StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks,StarrocksStudySampleMapperTest#allStudyPatientAndSampleStatementsExecuteAgainstFixture,StarrocksStudySampleRepositoryTest#sampleRepositorySelectsProjectionAndCalculatesOffset	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks,StarrocksStudySampleMapperTest#allStudyPatientAndSampleStatementsExecuteAgainstFixture,StarrocksStudySampleRepositoryTest#sampleRepositorySelectsProjectionAndCalculatesOffset	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.SampleMapper	getSamplesByInternalIds	SELECT	cancer_study,patient,reference_genome,sample	src/main/resources/org/cbioportal/legacy/persistence/mybatis/SampleMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.SampleMapper	getSamplesBySampleListIds	SELECT	cancer_study,patient,reference_genome,sample,sample_list,sample_list_list	src/main/resources/org/cbioportal/legacy/persistence/mybatis/SampleMapper.xml	ClickhouseSampleMapperTest#getSamplesBySampleListIds,StarrocksStudySampleMapperTest#allStudyPatientAndSampleStatementsExecuteAgainstFixture	StarrocksStudySampleMapperTest#allStudyPatientAndSampleStatementsExecuteAgainstFixture	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.SampleMapper	getSamplesOfPatients	SELECT	cancer_study,patient,reference_genome,sample	src/main/resources/org/cbioportal/legacy/persistence/mybatis/SampleMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.SampleMapper	getSamplesOfPatientsInMultipleStudies	SELECT	cancer_study,patient,reference_genome,sample	src/main/resources/org/cbioportal/legacy/persistence/mybatis/SampleMapper.xml	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	StarrocksSharedMapperCompatibilityTest#sharedMappersExecutePortableBranchesAgainstRealStarrocks	VERIFIED
shared	true	org.cbioportal.legacy.persistence.mybatis.SecurityMapper	addPortalUser	INSERT	users	src/main/resources/org/cbioportal/legacy/persistence/mybatis/SecurityMapper.xml	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	StarrocksRemainingSharedMapperCompatibilityTest#allRemainingSharedMapperStatementsExecuteAgainstRealStarrocks	VERIFIED
